tier	gwas studies	PGS id	name	other names	GWAS tags	source	note
E	0	BIGGS	Breast Cancer In Galway Genetic Study			PGS	
E	0	BiGS	Bipolar Genome Study			PGS	
E	0	BIOPATH	Biological pathways of risk and resilience in Syrian refugee children			PGS	
E	0	Bio-PD	Biological Determinants of Peritoneal Dialysis (Bio-PD) study			PGS	
E	0	BIOSTAT-CHF	A systems BIOlogy Study to TAilored Treatment in Chronic Heart Failure			PGS	
E	0	Blantyre	Blantyre-Wellcome Trust Project in Blantyre, Malawi			PGS	
E	0	BLITZ	Begleitende Evaluierung innovativer Testverfahren zur Darmkrebsfrüherkennung			PGS	
E	0	BLOODOMICS	Bloodomics project			PGS	
E	0	BMBSA	BRCA-gene mutations and Breast Cancer in South African Women			PGS	
E	0	BOCC	Bavarian Ovarian Cancer Cases and Controls			PGS	
E	0	BOCS	Belgium Ovarian Cancer Study			PGS	
E	0	BOMA	BOMA-Bipolar Study, University of Bonn and CIMH Mannheim			PGS	
E	0	BRACOVID	Genetic determinants of COVID-19 complications in the Brazilian population			PGS	
E	0	BRAGGSS	Biologics in Rheumatoid Arthritis Genetics and Genomics Study Syndicate			PGS	
E	0	BRAVE	Bangladesh Risk of Acute Vascular Events Study			PGS	
E	0	BRICOH	Beckman Research Institute of the City of Hope			PGS	
E	0	BSBC	Belgian Case Control Study of Bladder Cancer			PGS	
E	0	BSN	BSN			PGS	
E	0	BSUCH	Breast Cancer Study of the University Clinic Heidelberg			PGS	
E	0	BTDS	Beijing Type 2 Diabetes Studies			PGS	
E	0	BTNS	Brisbane Twin Nevus Study			PGS	
E	0	BusSante	Bus santé			PGS	
E	0	BV	Biobanco Vasco			PGS	
E	0	BWH	Brigham and Womens Hospital			PGS	
E	0	CABRIO-C	Cantabria-Camargo			PGS	
E	0	CABRIO-CC	Cantabria Osteoporosis Case-control			PGS	
E	0	CADomics	Coronary Artery Disease and genomics			PGS	
E	0	CaePS	Caerphilly Prospective Study			PGS	
E	0	CAGE-Amagasaki	Cardio-metabolic Genome Epidemiology Study - Amagasaki			PGS	
E	0	CAGE-Fukuoka	Kyushu University Fukuoka Cohort Study			PGS	
E	0	CAGE-NCGM	National Center for Global health and Medicine hospital-based cohort study			PGS	
E	0	CAHRES	Cancer Hormone Replacement Epidemiology in Sweden			PGS	
E	0	CAIFOS	Calcium Intake Fracture Outcome Study			PGS	
E	0	CALEX-FAM	Calex-family			PGS	
E	0	CAMA	Cancer de Mama			PGS	
E	0	CAMH	Center for Addiction and Mental Health			PGS	
E	0	CAMSCH	Chinese Academy of Medical Sciences Cancer Hospital			PGS	
E	0	CanBCS	Canadian Breast Cancer Study			PGS	
E	0	CanSS	Canadian Screening Study			PGS	
E	0	CaP_Genes	Prostate Cancer Genetics Study	CaP Genes		PGS	
E	0	CAPPS	Canadian Childhood Cohorts: Canadian Asthma Primary Prevention Study			PGS	
E	0	CAPS_b	Carotid Atherosclerosis Progression Study			PGS	
E	0	CAPUA	The Cancer de Pulmon en Asturias study			PGS	
E	0	CARDS	Collaborative Atorvastatin Diabetes Study			PGS	
E	0	CARE_b	Cholesterol and Recurrent Events			PGS	
E	0	CARE_c	Childhood Asthma Research and Education			PGS	
E	0	CARET	Carotene and Retinol Efficacy Trial			PGS	
E	0	CATIE	Clinical Antipsychotic Trials of Intervention Effectiveness			PGS	
E	0	CATIE-US	Clinical Antipsychotic Trials of Intervention Effectiveness US			PGS	
E	0	CATS	Comorbidity and Trauma Study			PGS	
E	0	CAUG	California Uganda Study			PGS	
E	0	CCCGS	Croatian Colorectal Cancer Genetic Study			PGS	
E	0	CCCS	Cambridgeshire Case-Control Study			PGS	
E	0	CCFR-II	Colon Cancer Family Registry Set II			PGS	
E	0	CCGB	Cleveland Clinic GeneBank Study	CCGB_2		PGS	
E	0	CCGB_2	Cleveland Clinic Gene Bank 2			PGS	
E	0	CCGP	Crete Cancer Genetics Program			PGS	
E	0	CCHS_b	China Cardiovascular Health Study			PGS	
E	0	CCI	CCI			PGS	
E	0	CCNMU	Cancer Center of Nanjing Medical University			PGS	
E	0	CECS	Connecticut Endometrial Cancer Study			PGS	
E	0	CEDAR_Penn	Center for Education and Drug Abuse Research			PGS	
E	0	CEDIR	Besta Cerebrovascular Diseases Registry			PGS	
E	0	CEERCC	CEERCC case-control study			PGS	
E	0	CEFALO	Population based case-control study of brain tumors in children and adolescents aged 7–19 years conducted in Sweden, Denmark, Norway, and Switzerland			PGS	
E	0	CG	Color Genomics			PGS	
E	0	CGARe	Candidate Gene Association Resource			PGS	
E	0	CGPS	Copenhagen General Population Study			PGS	
E	0	CGR	Cancer Genomics Research Laboratory			PGS	
E	0	Chicago	Chicago			PGS	
E	0	ChinaMUCA-1998	China Multi-Center Collaborative Study of Cardiovascular Epidemiology			PGS	
E	0	Chingford	Chingford study			PGS	
E	0	CHIPGECS	Chinese Prostate Cancer Genetic and Environmental Correlation Study			PGS	
E	0	ChooseWell 365	﻿ChooseWell 365 Study			PGS	
E	0	CHS_b	Childrens Health Study			PGS	
E	0	CIHDS	Copenhagen ischaemic Heart Disease Study			PGS	
E	0	CIMIC	Community Intervention of Metabolic Syndrome in China and Chinese Family Health Study			PGS	
E	0	CITA	Mayo Clinic Center for Individualized Treatment of Addiction			PGS	
E	0	CLARITY	ChiLdhood Arthritis Risk factor Identification sTudY			PGS	
E	0	CMHS	California Mens Health Study			PGS	
E	0	CNG	Centre National de G_notypage			PGS	
E	0	CNIO-BCS	Spanish National Cancer Centre Breast Cancer Study			PGS	
E	0	CNMA	Nutrition, Metabolism and Atherosclerosis Clinic (CNMA) of Institut de recherches cliniques de Montréal			PGS	
E	0	CNRFP	Centre National de Recherche et de Formation sur le Paludisme			PGS	
E	0	CNULCS	Chonnam National University Lung Cancer Study			PGS	
E	0	COBRE	COBRE for Oral Health Study			PGS	
E	0	COGEN	The Copenhagen Cardiovascular Genetic study			PGS	
E	0	COGES	Collaborative Oncology Gene-Environment Study			PGS	
E	0	COGS	Colorectal Cancer Genetics Study			PGS	
E	0	ColoCare	ColoCare Study			PGS	
E	0	COLON	Colorectal Cancer: Longitudinal Observational study on Nutritional and lifestyle factors that influence colorectal tumor recurrence, survival and quality of life			PGS	
E	0	COLUMBUS	Post-Columbian Study of Environmental and Heritable Causes of Breast Cancer			PGS	
E	0	conFIRM	conFIRM			PGS	
E	0	ConLiGen	Consortium on Lithium Genetics			PGS	
E	0	CONOR	Cohort of Adults in Norway			PGS	
E	0	CONSIT	CONSIT			PGS	
E	0	CONSIT_TEAM	CONsorzio Studi ITaliani sui Tumori Ereditari Alla Mammella	CONSIT TEAM		PGS	
E	0	COPACETIC	COPD Pathology: Adressing Critical gaps, Early Treatment & diagnosis and Innovative Concepts			PGS	
E	0	CopBCS	Copenhagen Breast Cancer Study			PGS	
E	0	CopenhagenLCS	Copenhagen Lung Cancer Study			PGS	
E	0	Corea-COVID-19	Corea (Genetics of COVID-related Manifestation)			PGS	
E	0	CoRGI	Colorectal Tumour Gene Identification study			PGS	
E	0	COS	Connecticut Ovary Study			PGS	
E	0	CPCS	Copenhagen Prostate Cancer Study			PGS	
E	0	CPDR	Center for Prostate Disease Research			PGS	
E	0	CPMCBHC	California Pacific Medical Center Research Breast Health Cohort			PGS	
E	0	CPNDS	Canadian Pharmacogenomics Network for Drug Safety			PGS	
E	0	CRISPS	Hong Kong Cardiovascular Risk Factor Prevalence Study			PGS	
E	0	CRPDC	Clinical Research Platform based on Dementia Cohort			PGS	
E	0	CRUK-CRI	Cancer Research UK - Cambridge Research Institute			PGS	
E	0	CSGA	CSGA			PGS	
E	0	CTMM	Center for Translational Molecular Medicine	Circulating Cells Cohort		PGS	
E	0	CTS	California Teachers Study			PGS	
E	0	CUHKDS	Chinese University of Hong Kong Diabetes Study			PGS	
E	0	CURES	Chennai Urban Rural Epidemiology Study			PGS	
E	0	CURES_China	China pUlmonary thromboembolism REgistry Study	CURES		PGS	
E	0	CVPI-SCDr	CVPath Institute Sudden Cardiac Death registry			PGS	
E	0	CWRU	Case Western Reserve University			PGS	
E	0	Czech_Post	Czech Post			PGS	
E	0	Czech_post-MONICA	Czech post-MONICA Study	Czech post-MONICA		PGS	
E	0	DAG	Dutch Asthma GWAS study			PGS	
E	0	DAIHSGC	Dutch AIH Study Group Consortium			PGS	
E	0	Danfund	The Danish study of Functional Disorders			PGS	
E	0	Danshi	Combined Danshi			PGS	
E	0	DATATOP	Deprenyl and Tocopherol Antioxidative Therapy of Parkinsonism			PGS	
E	0	DBCS	The Dortmund Bladder Cancer Study			PGS	
E	0	dbGAP	National Institutes of Health Genotype and Phenotype database			PGS	
E	0	DBS	Dutch Breda Study			PGS	
E	0	DCH	Diet, Cancer and Health cohort			PGS	
E	0	DC-IBD	IBD discovery case cohort			PGS	
E	0	DCPC	Case-Control Study of Prostate Cancer among African Americans in Washington, DC			PGS	
E	0	DeCC	Depression Case Control study			PGS	
E	0	deCODE_CAD	deCODE CAD	deCODE CAD		PGS	
E	0	DEGESGO	The Dementia Genetic Spanish Consortium			PGS	
E	0	DeKAF Genomics	Deterioration of Kidney Allograft Function Genomics Cohort			PGS	
E	0	DEMOKRITOS	Hellenic Cooperative Oncology Group			PGS	
E	0	DeNoPa	De Novo Parkinson's cohort			PGS	
E	0	DepGenesNetworks	DepGenesNetworks			PGS	
E	0	DESIR	Epidemiological Study on the Insulin Resistance syndrome study			PGS	
E	0	DFBBCS	Dutch Familial Bilateral Breast Cancer Study			PGS	
E	0	DFCCS	Dutch Familial Colorectal Cancer Study			PGS	
E	0	DFCI	Harvard Breast Cancer SPORE Blood Repository			PGS	
E	0	DFCI-GCC	Dana-Farber Cancer Institute - Gastrointestinal Cancer Clinic			PGS	
E	0	DFHCC	Dana-Farber Harvard Cancer Centre			PGS	
E	0	DFTJ	Dongfeng-Tongji cohort study			PGS	
E	0	DHIVCS	Danish HIV Cohort Study			PGS	
E	0	DHSR	Danish Health Service Register			PGS	
E	0	DIETCOMPLYF	DietCompLyf Breast Cancer Survival Study			PGS	
E	0	DILIN	Drug-Induced Liver Injury Network			PGS	
E	0	DKFZ	Deutsches Krebsforschungszentrum (German Cancer Research Center)			PGS	
E	0	DLS	Danish Longevity Study			PGS	
E	0	DNA_Lacunar	DNA Lacunar 2			PGS	
E	0	DNMUV	Department of Neurology, Medical University of Vienna			PGS	
E	0	DNPR	Danish National Patient Register			PGS	
E	0	DNS	Duke Neurogenetics Study			PGS	
E	0	DOES	Dubbo Osteoporosis Epidemiology Study			PGS	
E	0	DoNBONN	Department of Neurosurgery, University of Bonn Medical Center			PGS	
E	0	DOPS	Danish Osteoporosis Prevention Study			PGS	
E	0	DOVE	Diseases of the Ovary and their Evaluation Study			PGS	
E	0	DPCR	Danish Psychiatric Central Register			PGS	
E	0	DPMS	Danish Pelvic Mass Study			PGS	
E	0	DTWC	Dutch Twin Cohort			PGS	
E	0	Duke	Duke Clinic			PGS	
E	0	DUKE_2	Duke Cathgen Study			PGS	
E	0	DUKW	Diabetes UK Warren repository			PGS	
E	0	DuMS	Duke Memory study			PGS	
E	0	Dutch	Dutch Renal Cell Cancer Study			PGS	
E	0	Dutch HeFH	The Dutch heterozygous familial hypercholesterolemia screening program			PGS	
E	0	EAPEH	European American and Poland Extreme Height panels			PGS	
E	0	EAS	EAS			PGS	
E	0	EAS-Edinburgh	Edinburgh artery study			PGS	
E	0	EAST-AFNET4	EAST-AFNET4 trial			PGS	
E	0	ECACC	European Collection of Cell Cultures			PGS	
E	0	ECS	European Collaborative Study			PGS	
E	0	ECTIM	Etude Cas-T_moin sur lInfarctus du Myocarde			PGS	
E	0	EDOS	Edinburgh Osteoporosis Study			PGS	
E	0	EEBCS	Eastern European Bladder Cancer Study			PGS	
E	0	EESP	The Eastern Europe Study Population			PGS	
E	0	EFIGA	Estudio Familiar de Influencia Genetica en Alzheimer			PGS	
E	0	EGS	Emory Genebank Study			PGS	
E	0	ELCCS	Epidemiology & Genetics Unit Lymphoma Case-Control study			PGS	
E	0	Ely_case	Ely case_control study			PGS	
E	0	EMAS	European Male Ageing Study			PGS	
E	0	EMBRACE	Epidemiological study of BRCA1 and BRCA2 mutation carriers			PGS	
E	0	ENGELA	Environmental and genetic risks factors study in adult lymphoma			PGS	
E	0	EOPCS	Early Onset Prostate Cancer Study			PGS	
E	0	EPHESUS	The Eplerenone Post-Acute Myocardial Infarction Heart Failure Efficacy and Survival Study			PGS	
E	0	EPICAP	Epidemiology of Prostate Cancer			PGS	
E	0	EPIC-Obesity	European Prospective Investigation into Cancer and Nutrition _ Obesity study cohort			PGS	
E	0	EPICOLON	EPICOLON			PGS	
E	0	EPIFUND	EPIFUND			PGS	
E	0	Epi_Gen_AJ_SZ	Epidemiology genetic program AJ schizophrenia case-control samples			PGS	
E	0	EpiHealth	Epidemiology for Health			PGS	
E	0	EpiLymph	Epilymph case-control study in six European countries			PGS	
E	0	EPI-NPC-2005	EPI-NPC-2005 study			PGS	
E	0	EPIPARK	EPIPARK			PGS	
E	0	EPOS	European Prospective Osteoporosis Study			PGS	
E	0	EPOZ	Epidemiologisch Preventief Onderzoek Zoetermeer			PGS	
E	0	eQTL	Expression Quantitative Trait Loci _ Lung			PGS	
E	0	ERASE	Evaluation of Risk of ALL treatment-related Side-Effects			PGS	
E	0	ERSPC	European Randomised Study of Screening for Prostate Cancer			PGS	
E	0	ESAC	ESophageal Adeno-carcinoma			PGS	
E	0	ESCALE	Etude Sur les Cancers et les Leucémies de l'Enfant			PGS	
E	0	ESSEN	Essen Obesity Study			PGS	
E	0	ESTHER_VERDI	Epidemiologische Studie zu Chancen der Verhütung, Früherkennung und optimierten Therapie chronischer Erkrankungen in der älteren Bevölkerung; Verlauf der diagnotischen Abklärung bei Krebspatienten			PGS	
E	0	ET2DS	Edinburgh Type 2 Diabetes Study			PGS	
E	0	Eudragene	Eudragene			PGS	
E	0	EURODIAB	EURODIAB			PGS	
E	0	EUROSPAN	European Special Population Network consortium			PGS	
E	0	EWUH-PCOS	Ewha Woman's University Hospital PCOS Study			PGS	
E	0	EXTEND	Exeter 10,000 Study			PGS	
E	0	EYHS	European Youth Heart Study			PGS	
E	0	F5Leiden	F5Leiden Cohort			PGS	
E	0	FBCS	Familial Breast Cancer Study			PGS	
E	0	FBPP	The Family Blood Pressure Program			PGS	
E	0	FCCC	Fox Chase Cancer Center			PGS	
E	0	FCCPS	Finnish Colorectal Cancer Predisposition Study			PGS	
E	0	FCCS	Fukuoka Colorectal Cancer Study			PGS	
E	0	FDS	Fremantle Diabetes Study			PGS	
E	0	FECD	Fuchs Endothelial Corneal Dystrophy Controls			PGS	
E	0	Fels	Fels Longitudinal Study			PGS	
E	0	FES	Framingham Eye Study			PGS	
E	0	FGC	Finnish Genome Center			PGS	
E	0	FIN-D2D	FIN-D2D			PGS	
E	0	FinGesture	FinGesture			PGS	
E	0	FinnTwin16	FinnTwin16			PGS	
E	0	FinnTwinOld	The Older Finnish Twin Cohort			PGS	
E	0	FINRISK97	FINRISK 1997			PGS	
E	0	FinRSPC	Finnish Randomized Study of Screening for Prostate Cancer			PGS	
E	0	FinSO	Finland SO replication			PGS	
E	0	FIRE3	Phase 3 Randomized Clinical Trial (FOLFIRI + cetuximab, FOLFIRI + bevacizumab			PGS	
E	0	FLCS	Fudan Lung Cancer Study			PGS	
E	0	FLEMENGHO	Flemish Study on Environment, Genes and Health Outcomes			PGS	
E	0	FLVS-II	Fleurbaix-Laventie Ville Sant_ II study			PGS	
E	0	FMB	FondaMental Bipolar			PGS	
E	0	FOS	Framingham Offspring Study			PGS	
E	0	FOTS	Familial Ovarian Tumor Study			PGS	
E	0	FOURIER	FOURIER			PGS	
E	0	FPCC	CeRePP French Prostate Case-Control Study			PGS	
E	0	FPGMX	Fundación Pública Galega de Medicina Xenómica			PGS	
E	0	FRENCH	French Case-Control Study			PGS	
E	0	FRISCII	FRISCII			PGS	
E	0	FROC&GEOCS	Genetic Epidemiology of Ovarian Cancer			PGS	
E	0	FSCD	FinnTwin, Family Study of Cocaine Dependence			PGS	
E	0	FTC/NAG-FIN	Nicotine Addiction Genetics - Finland study			PGS	
E	0	Fudan-Huashan	Fudan-Huashan Study			PGS	
E	0	GAF	Genetics in Atrial Fibrillation			PGS	
E	0	GAGRN	German Alzheimer disease Integrates Genome Research Network			PGS	
E	0	GAIN	Genetic Association Information Network			PGS	
E	0	GAIN.AST	Genetics of Asthma International Network			PGS	
E	0	GAIN-BP	Bipolar Disorder Genetic Association Information Network			PGS	
E	0	GAIN-MDD	Genetic Association Information Network-MDD Study			PGS	
E	0	GALA	Genetics of Asthma in Latino Americans			PGS	
E	0	GALEON	GALicia Estudio Oncológico de coloN			PGS	
E	0	GAME-ON	The Genetic Associations and Mechanisms in Oncology			PGS	
E	0	GARD	Gwangju Alzheimer's and Related Dementias			PGS	
E	0	GASSC	Genetic Architecture of Smoking and Smoking Cessation			PGS	
E	0	GBP	Australian Genetics of Bipolar Disorder study			PGS	
E	0	GBTDS	Guizhou-Bijie Type 2 Diabetes Study			PGS	
E	0	GCADC	Gothenburg Cervical Artery Dissection Collection			PGS	
E	0	GCAP	NIMH Genes, Cognition and Psychosis Program			PGS	
E	0	GCC	Greek Coronary Disease Cohort			PGS	
E	0	GC-HBOC	German Consortium for Hereditary Breast & Ovarian Cancer			PGS	
E	0	GCI	Genomics Collaborative Initiative			PGS	
E	0	GDS	Guangdong Study			PGS	
E	0	GECAP	Gene-Environment Interaction in Prostate Cancer Study			PGS	
E	0	GEDI	Gene-Environment Development Initiative			PGS	
E	0	GELAC	Genetic Epidemiological Study of Lung Adenocarcinoma			PGS	
E	0	GELCAPS	Genetic Lung Cancer Predisposition Study			PGS	
E	0	GEL-S	Genes and Environment in Lung Cancer, Singapore Study			PGS	
E	0	GEM	Genetic Epidemiology of Migraine			PGS	
E	0	GEMO	Genetic Modifiers of cancer risk in BRCA1/2 mutation carriers			PGS	
E	0	GEMS	Genetic Epidemiology of Metabolic Syndrome study			PGS	
E	0	GEN-03	Genomics of Kidney Transplantation Study			PGS	
E	0	GENDAI	Gene and Diet Attica Investigation			PGS	
E	0	GENEDIAB	Genetics of Diabetic Nephropathy			PGS	
E	0	Gene_MSA_CH	Gene MSA Switzerland	Gene MSA CH		PGS	
E	0	Gene_MSA_NL	Gene MSA NL	Gene MSA NL		PGS	
E	0	Gene_MSA_US	Gene MSA US	Gene MSA US		PGS	
E	0	GenePARE	Genetic Predictors of Adverse Radiotherapy Effects Study			PGS	
E	0	Gene-PARE	Genetic Predictors of Adverse Radiotherapy Effects			PGS	
E	0	GenePD	Genome-wide scan for Parkinsons diseaseÌ¨ Initiative			PGS	
E	0	GeneSTAR_b	Johns Hopkins - Genetic STudy of Atherosclerosis Risk			PGS	
E	0	Genetics_COVID19_Korea	Genetic influences on severity of COVID-19 illness in Korea			PGS	
E	0	GENEVA	GENEVA Study			PGS	
E	0	GENEVA-DCS	GENEVA Dental Caries Study			PGS	
E	0	GenNet	GenNet			PGS	
E	0	GenomEUtwin	GenomEUtwin study			PGS	
E	0	GenoTPA	Genetic Study in Ischemic Stroke Patients treated with r-tPA			PGS	
E	0	GENRA	Genetics Network Rheumatology Amsterdam			PGS	
E	0	GenRED	Genetics of Recurrent Early-Onset Depression			PGS	
E	0	GENRIC	Genomics Research in Cardiovascular Disease			PGS	
E	0	GENYO	GENYO			PGS	
E	0	Georgetown	Georgetown			PGS	
E	0	GEP	Genetic Etiologies of Primary-Open angle Glaucoma Study			PGS	
E	0	GEPARSIXTO	GEPARSIXTO Trial			PGS	
E	0	German_BP	German BP sample			PGS	
E	0	German_sib-pair	German sib-pair study			PGS	
E	0	GESBC	Genetic Epidemiologic Study of Breast Cancer by Age 50			PGS	
E	0	GESUS	Danish General Suburban Population Study			PGS	
E	0	G-FaST	G-FaST			PGS	
E	0	GGAF	Groningen Genetics of Atrial Fibrillation Study			PGS	
E	0	GHRAS	Greek Health Randomized Aging Study			PGS	
E	0	GHSG	German Hodgkin Study Group			PGS	
E	0	GICC	Glioma International Case Control Consortium			PGS	
E	0	GIFT	Genetics In Familial Thrombosis			PGS	
E	0	GIG	Genomic Imaging Gottingen			PGS	
E	0	GIMS	Genes in Myopia study			PGS	
E	0	GISHEAL	Genetic and Immunological Studies of European and African HIV-1+ Long Term Non-Progressors			PGS	
E	0	GISSI-P	Gruppo Italiano per lo Studio della Sopravvivenza nell'Infarto miocardico (GISSI) -Prevenzione trial			PGS	
E	0	Glasgow	Glasgow			PGS	
E	0	GLAUGEN	The Glaucoma Genes and Environment Study			PGS	
E	0	GLC	German Lung Cancer Study			PGS	
E	0	Gliogene	Gliogene: A Familial Brain Tumor Study			PGS	
E	0	GliomaScan	GliomaScan			PGS	
E	0	GMetS	GMetS (France)			PGS	
E	0	GMOS	Gut Microbiota and Obesity Study			PGS	
E	0	GNEHGI2020Q2	Genentech Human Genetics Initiative Cancer Immunology Cohort 2020 Q2			PGS	
E	0	GNHS	Guangzhou Nutrition and Health Study			PGS	
E	0	GOBS	Genetics of Brain Structure and Function			PGS	
E	0	GOS	Geelong Osteoporosis Study			PGS	
E	0	GRADE	Genetic Risk Assessment of Defibrillator Events			PGS	
E	0	GRAND	Genetic characteristics of coRonary Artery disease in ChiNese young aDults			PGS	
E	0	GRAS	Gottingen Research Association for Schizophrenia			PGS	
E	0	GRCCDS	Genomic Research Cohorts for CCMB Diabetes Study			PGS	
E	0	GRECO	Groningen Renal Hemodynamic Cohort Study Group			PGS	
E	0	GRFOCR	Gilda Radner Familial Ovarian Cancer Registry			PGS	
E	0	GRHCP	Gilda Radner Hereditary Cancer Program			PGS	
E	0	GRMIC	Greek Recurrent Myocardial Infarction Cohort			PGS	
E	0	GSICSS	Glasgow, Scotland ImmunoChip Study Samples			PGS	
E	0	GSP	Brain Genomics Superstruct Project			PGS	
E	0	GTB	Ghanaian TB study			PGS	
E	0	GTJR	Greek TJR cases			PGS	
E	0	GWAS_UK2	GWAS_UK2			PGS	
E	0	GXE	Gene By Environment			PGS	
E	0	H2T2DS	Health2 T2D Study			PGS	
E	0	HABCS	Hannover Breast Cancer Study			PGS	
E	0	HAD-B1-IIT	HangAmDan-B1-Investigator Initiated Trial study			PGS	
E	0	HAECS	Hannover-Almaty Endometrial Cancer Study			PGS	
E	0	HALST	Healthy Aging Longitudinal Study in Taiwan			PGS	
E	0	HAPI	HAPI Heart Study			PGS	
E	0	HARPS	Heart Attack Risk in Puget Sound			PGS	
E	0	HBCP	Helsinki Breast Cancer Project			PGS	
E	0	HBDI	U.S.A. Human Biological Data Interchange			PGS	
E	0	HBS	Harvard Biomarkers Study			PGS	
E	0	HCCS	Hispanic Colorectal Cancer Study			PGS	
E	0	HCES-CRC	Hwasun Cancer Epidemiology Study-Colon and Rectum Cancer			PGS	
E	0	HCSC	Hospital Clinico San Carlos			PGS	
E	0	HDAAM	High Density SNP Association Analysis of Melanoma			PGS	
E	0	Health2	Health2 Study			PGS	
E	0	HEBCS	Helsinki Breast Cancer Study			PGS	
E	0	HEBON	Hereditary Breast and Ovarian Study Netherlands			PGS	
E	0	HECS	Hawaii Endometrial Cancer Study			PGS	
E	0	HELENA	Healthy Lifestyle in Europe by Nutrition in Adolescence study			PGS	
E	0	HELIAD	Hellenic Longitudinal Investigation of Aging and Diet			PGS	
E	0	HeOCS	Helsinki Ovarian Cancer Study			PGS	
E	0	HerCS	Hertfordshire Cohort Study			PGS	
E	0	HERITAGE	Health, Risk Factors, Training and Genetics Family Study			PGS	
E	0	HF-ACTION	Heart Failure: a Controlled Trial Investigating Outcomes of Exercise Training			PGS	
E	0	HHO	Health Habits and Opinions study			PGS	
E	0	HIHG	Hussman Institute of Human Genomics			PGS	
E	0	HISLA	Hispanic/Latino Anthropometry Consortium			PGS	
E	0	HJECS	Hannover-Jena Endometrial Cancer Study			PGS	
E	0	HJOCS	Hannover-Jena Ovarian Cancer Study			PGS	
E	0	HKBCS	Hong Kong Breast Cancer Study			PGS	
E	0	HKS	Hong Kong Study			PGS	
E	0	HLCS	Harvard Lung Cancer Study			PGS	
E	0	HMBCS	Hannover-Minsk Breast Cancer Study			PGS	
E	0	HMGU	HMGU			PGS	
E	0	HMOCS	Hannover-Minsk Ovarian Cancer Study			PGS	
E	0	HNP	Healthy Nevada Project			PGS	
E	0	HOCS	Hawaii Ovarian Cancer Study			PGS	
E	0	Hoorn	Hoorn study			PGS	
E	0	Hoorn study	Hoorn study			PGS	
E	0	HOPE	Hormones and Ovarian Cancer Prediction Study			PGS	
E	0	HPFS3	Prospective cohort of men (USA)			PGS	
E	0	HSDS	Helsinki Sudden Death Study/Tampere Coronary Study			PGS	
E	0	HTDS	Hubei Type 2 Diabetes Studies			PGS	
E	0	HTN-IR	The Hypertension-Insulin Resistance Family Study			PGS	
E	0	HTO	Oxford Family Blood Pressure Study			PGS	
E	0	HUBCS	Hannover-Ufa Breast Cancer Study			PGS	
E	0	HUGR	Hebrew university geneomic resource AJ schizophrenia case-control sample			PGS	
E	0	HUNBOCS	Molecular Genetic Studies of Breast and Ovarian Cancer in Hungary			PGS	
E	0	HUOCS	Hannover-Ufa Ovarian Cancer Study			PGS	
E	0	HUVH	Hospital Universitari Vall dHebron			PGS	
E	0	HYPERGENES	Hypergenes - European Network for Genetic-Epidemological Studies			PGS	
E	0	HZ	Hamburg-Zagreb			PGS	
E	0	i2b2	Integrating Biology & the Bedside			PGS	
E	0	IABS	Icelandic Atrioventricular Block Sample			PGS	
E	0	IAFS	Icelandic Atrial Fibrillation Sample			PGS	
E	0	IASPSAD	GFG, Irish Affected Sib Pair Study of Alcohol Dependence			PGS	
E	0	IATVB	Italian Atherosclerosis Thrombosis and Vascular Biology			PGS	
E	0	IBCCS	International BRCA1/2 carirer cohort study			PGS	
E	0	IBCS	Iceland Bladder Cancer Study			PGS	
E	0	IB-liver	Indiana Biobank Liver cohort			PGS	
E	0	IBSEN	Inflammatory Bowel disease in South-Eastern Norway			PGS	
E	0	iCaRe2	integrated Cancer Repository for Cancer Research			PGS	
E	0	ICCBD	International Cohort Collection for Bipolar Disorder			PGS	
E	0	ICFA	IrsiCaixa Foundation Acute/Recent HIV-1 Infection Cohort			PGS	
E	0	ICGHD_ARC	International Consortium on the Genetics of Heroin Dependence - Alcohol Related Conditions			PGS	
E	0	ICGHD_CIDR	International Consortium on the Genetics of Heroin Dependence - Center for Inherited Disease Research			PGS	
E	0	ICGHD_RATRP	International Consortium on the Genetics of Heroin Dependence - Research on Alcohol and Tobacco Related Phenotypes			PGS	
E	0	ICGN	International COPD Genetics Network			PGS	
E	0	ICICLE	Study to Investigate the Genetics on In Situ Carcinoma of the Ductal			PGS	
E	0	ICO	Institut Català d'Oncologia			PGS	
E	0	ICR-GWAS	UK lung cancer GWAS from the Institute for Cancer Research			PGS	
E	0	ICSHIB	International Collaborative Study on Hypertension in Blacks			PGS	
E	0	IDIBAPS	Hospital Clinic-IDIBAPS Acute/Recent HIV-1 Infection Cohort			PGS	
E	0	IECG	Icelandic ECG study sample			PGS	
E	0	IFS	Irish Family Study			PGS	
E	0	IFS_b	Icona Foundation Study			PGS	
E	0	IGBFS	Indiana Genetics of Bone Fragility Study			PGS	
E	0	IGD	The Icelandic Genealogical Database			PGS	
E	0	IGE-PCV	Interaction Gåne-Environment en Physiopathologie Cardio-Vasculaire			PGS	
E	0	IHCC	International Hereditary Cancer Centre			PGS	
E	0	IHS	Intern Health Study			PGS	
E	0	IKSDR	Icelandic Kidney Stone Disease Registry at LUH			PGS	
E	0	ILUH	Infanta Leonor University Hospital (Madrid, Spain)			PGS	
E	0	IMAGE	International Multi-Center ADHD Gene Project	image-i, image-ii		PGS	
E	0	IMHS	Intermountain Heart Study			PGS	
E	0	IMM	Iwate Tohoku Medical Megabank			PGS	
